,Experiment_id,Temperature,Model,Actual_price,Initial_cost,Orientation_price,Configuration,Obs.,Answers,Buyer
0,TU3_3_1_1_2_1,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,0,31.42,3,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
1,TU3_3_1_1_2_1,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,0,31.42,3,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
2,TU3_3_1_1_2_1,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,0,31.42,3,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
3,TU3_3_1_1_2_1,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,0,31.42,3,47,"['35.00', '31.42', '35.00', '31.42', '31.42', '31.42', '31.42', '35.00', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '35.00', '35.00', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '35.00', '31.42', '35.00', '31.42', '31.42', '31.42', '35.00', '35.00', '35.00', '31.42', '35.00', '35.00', '31.42', '31.42', '31.42', '35.00', '31.42', '31.42', '31.42', '31.42', '35.00']",friend
4,TU3_3_1_1_2_1,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,0,31.42,3,35,"['31.42', '31.42', '35.00', '35.00', '31.42', '31.42', '35.00', '30.00', '35.00', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '30.00', '30.00', '31.42', '30.00', '31.42', '35.00', '31.42', '31.42', '35.00', '30.00', '31.42', '35.00', '31.42', '31.42', '31.42', '31.42', '31.42', '30.00']",friend
0,TU3_3_1_1_2_2,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,0,31.42,4,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
1,TU3_3_1_1_2_2,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,0,31.42,4,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
2,TU3_3_1_1_2_2,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,0,31.42,4,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
3,TU3_3_1_1_2_2,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,0,31.42,4,50,"['31.42', '31.42', '35.00', '31.42', '31.42', '31.42', '35.00', '35.00', '31.42', '31.42', '31.42', '35.00', '35.00', '35.00', '35.00', '35.00', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '35.00', '35.00', '35.00', '35.00', '31.42', '35.00', '31.42', '31.42', '35.00', '31.42', '35.00', '35.00', '31.42', '35.00', '35.00', '31.42', '31.42', '31.42', '31.42', '35.00', '31.42', '35.00', '31.42', '35.00', '31.42']",stranger
4,TU3_3_1_1_2_2,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,0,31.42,4,33,"['35.00', '31.42', '32.00', '35.00', '31.42', '31.42', '31.42', '35.00', '36.85', '31.42', '35.00', '36.00', '35.00', '36.50', '35.00', '35.00', '35.00', '35.00', '35.00', '36.79', '31.42', '35.00', '35.00', '35.00', '36.78', '35.00', '31.42', '31.42', '35.00', '31.42', '35.00', '32.50', '35.00']",stranger
0,TU3_3_1_2_1_1,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,5,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",friend
1,TU3_3_1_2_1_1,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,5,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",friend
2,TU3_3_1_2_1_1,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,5,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",friend
3,TU3_3_1_2_1_1,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,5,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",friend
4,TU3_3_1_2_1_1,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,5,43,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",friend
0,TU3_3_1_2_1_2,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,15.71,6,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",stranger
1,TU3_3_1_2_1_2,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,15.71,6,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",stranger
2,TU3_3_1_2_1_2,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,15.71,6,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",stranger
3,TU3_3_1_2_1_2,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,15.71,6,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",stranger
4,TU3_3_1_2_1_2,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,15.71,6,44,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",stranger
0,TU3_3_1_2_2_1,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,31.42,7,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
1,TU3_3_1_2_2_1,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,31.42,7,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
2,TU3_3_1_2_2_1,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,31.42,7,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",friend
3,TU3_3_1_2_2_1,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,31.42,7,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '30.00', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '30.00', '31.42', '31.42', '31.42', '31.42', '31.42', '30.00', '31.42', '31.42', '31.42', '31.42', '30.00', '30.00', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '30.00', '31.42']",friend
4,TU3_3_1_2_2_1,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,31.42,7,47,"['31.42', '31.42', '31.42', '31.42', '30.00', '31.42', '31.42', '30.00', '31.42', '31.42', '30.00', '31.42', '30.00', '31.42', '30.00', '30.00', '30.00', '31.42', '31.42', '30.00', '30.00', '31.42', '31.42', '30.00', '31.42', '31.42', '30.00', '31.42', '31.42', '31.42', '30.00', '31.42', '31.42', '30.00', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '30.00', '31.42', '31.42', '31.42']",friend
0,TU3_3_1_2_2_2,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,31.42,8,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
1,TU3_3_1_2_2_2,0.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,31.42,8,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
2,TU3_3_1_2_2_2,1.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,31.42,8,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
3,TU3_3_1_2_2_2,1.5,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,31.42,8,50,"['31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
4,TU3_3_1_2_2_2,2.0,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,15.71,31.42,8,38,"['31.42', '31.42', '32.99', '31.42', '31.42', '31.42', '31.42', '32.00', '31.42', '35.00', '35.00', '31.42', '31.42', '31.42', '32.99', '31.42', '31.42', '31.42', '32.50', '35.00', '31.42', '35.00', '35.00', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42', '32.50', '31.42', '31.42', '31.42', '31.42', '31.42', '31.42']",stranger
0,TU3_3_1_3_1_1,0.01,meta/llama-2-70b-chat:02e509c789964a7ea8736978a43525956ef40397be9033abf9fd2badfe68c9e3,15.71,31.42,15.71,9,50,"['20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00', '20.00']",friend
