Experiment_id,Temperature,Model,Actual_price,Initial_cost,Orientation_price,Configuration,Obs.,Answers,Buyer
TU3_1_1_2_2_1,1.0,gpt-3.5-turbo,15.71,15.71,31.42,7,99,"['20', '15', '15', '15', '31', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '20', '15', '15', '31', '31', '15', '15', '31', '15', '15', '20', '15', '15', '15', '26', '15', '15', '15', '15', '15', '15', '15', '15', '15', '23', '15', '31', '31', '15', '15', '15', '15', '15', '15', '15', '15', '31', '20', '15', '15', '31', '15', '31', '15', '15', '15', '15', '15', '20', '20', '15', '15', '31', '15', '31', '15', '15', '15', '15', '25', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '31', '20', '15', '15', '15', '15', '15', '15']",friend
TU3_1_1_2_2_1,1.5,gpt-3.5-turbo,15.71,15.71,31.42,7,98,"['15', '15', '25', '15', '15', '15', '15', '15', '15', '31', '15', '15', '74', '15', '31', '15', '15', '31', '31', '15', '23', '31', '31', '0', '15', '25', '31', '15', '15', '15', '15', '15', '31', '31', '20', '31', '15', '15', '23', '15', '15', '31', '31', '15', '20', '15', '23', '21', '15', '25', '31', '15', '15', '31', '15', '31', '15', '15', '15', '15', '15', '31', '15', '31', '31', '15', '23', '15', '15', '31', '20', '15', '15', '15', '31', '20', '15', '15', '31', '31', '15', '15', '15', '56', '15', '31', '15', '15', '23', '15', '15', '20', '15', '15', '15', '15', '15', '15']",friend
TU3_1_1_2_2_1,2.0,gpt-3.5-turbo,15.71,15.71,31.42,7,70,"['26', '15', '15', '27', '15', '15', '61', '15', '0', '26', '15', '31', '15', '31', '15', '23', '23', '17', '15', '0', '15', '31', '21', '15', '20', '7', '15', '15', '25', '15', '15', '15', '31', '15', '31', '20', '31', '31', '73', '15', '23', '28', '15', '31', '7', '20', '15', '15', '20', '15', '15', '7', '20', '15', '282', '20', '0', '31', '23', '25', '9', '31', '18', '26', '31', '20', '0', '31', '10', '31']",friend
TU3_1_1_2_2_2,0.01,gpt-3.5-turbo,15.71,15.71,31.42,8,100,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
TU3_1_1_2_2_2,0.5,gpt-3.5-turbo,15.71,15.71,31.42,8,100,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
TU3_1_1_2_2_2,1.0,gpt-3.5-turbo,15.71,15.71,31.42,8,100,"['31', '31', '31', '31', '31', '31', '31', '31', '30', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '45', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",stranger
TU3_1_1_2_2_2,1.5,gpt-3.5-turbo,15.71,15.71,31.42,8,97,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '25', '31', '31', '31', '31', '25', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '25', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '31', '28', '31', '25', '31', '31', '31', '31', '31', '26', '31', '30', '31', '30', '31', '31', '31', '31', '31', '31', '31', '31', '31', '25', '31', '31', '31', '31', '31', '31', '31', '35', '31', '31', '46', '31', '31', '31', '31', '31', '31', '31']",stranger
TU3_1_1_2_2_2,2.0,gpt-3.5-turbo,15.71,15.71,31.42,8,71,"['32', '31', '31', '26', '31', '31', '31', '34', '31', '31', '31', '31', '22', '28', '31', '31', '25', '31', '31', '31', '31', '31', '25', '30', '31', '31', '42', '26', '37', '31', '31', '31', '30', '31', '31', '30', '31', '18', '31', '35', '31', '31', '40', '28', '30', '25', '26', '31', '31', '45', '31', '31', '45', '15', '25', '31', '31', '31', '42', '31', '31', '193', '37', '25', '31', '27', '37', '31', '20', '31', '31']",stranger
TU3_1_1_3_1_1,0.01,gpt-3.5-turbo,15.71,31.42,15.71,9,100,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
TU3_1_1_3_1_1,0.5,gpt-3.5-turbo,15.71,31.42,15.71,9,100,"['15', '31', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '31', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '31', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']",friend
